,Title,Categories,Status,Views,Comments,Follows,Introduction,Last Update,Latest Chapter
325,Thị Huyết Y Phi,"Comedy, Manhua, Ngôn Tình, Romance, Smut, Supernatural, Truyện Màu, Xuyên Không",Đang tiến hành,7871280,1354,25626,"ND:Ở kiếp trước, tại tai nạn máy bay trước nàng là y độc song tuyệt đương thế kỳ tài, lại bị thứ muội đoạt vị hôn phu. Vừa xuyên qua, liền mang theo toàn thân hôi thối, bị bọn muội muội chế nhạo, còn vị hôn phu của mình đẩy ngã tại lan can chết. Hiện tại nàng đến, liền không phải do những cái kia gian nhân ở trước mặt nàng ra vẻ ta đây. Mặt lạnh vương gia, Chiến Vương Diêm La, làm sao cùng trong truyền thuyết không giống chứ? Tóm lại khi nhục nàng? Diệt sạch! Hãm hại nàng? Giết ngầm!
-------------------------
Dịch giả: Linh Miêu Nhóm
Đăng tải: NetTruyen.com
-------------------------
#LMNX8 #LinhMieuNhom #LMLinhMieu #NetTruyen",17/07//2021,Chapter 124
326,Các oneshot horror của Fujiko Fujio Ⓐ,"Horror, Manga, One shot, Seinen",Đang tiến hành,103368,63,810,"Đây là tập hợp những truyện ngắn mang màu sắc đen tối, lột tả bản chất thật của con người và phản ánh những mặt trái của xã hội qua nét vẽ quen thuộc của tác giả Fujiko Fujio Ⓐ",17/07//2021,Chapter 9
327,Mở Phòng Khám Tại Tu Tiên Giới,"Action, Adventure, Manhua, Truyện Màu",Đang tiến hành,1564290,149,7497,,09/08//2021,Chapter 106
328,Hiệp Sĩ Giao Hàng,"Action, Fantasy, Manhwa, Truyện Màu",Đang tiến hành,302798,98,2135,Hành trình trở thành hiệp sĩ giao hàng của sawol...,17/07//2021,Chapter 49
329,Một Giây Để Hôn Em,"Comedy, Manhua, Ngôn Tình, Romance, Shoujo, Truyện Màu",Đang tiến hành,1535385,1561,7602,"Nhảy vụt lên TOP 1 bảng xếp hạng tuần online, truyện tranh thiếu nữ làm bạn mặt đỏ tim đập! Thanh mai trúc mã đóng vai hoàng tử trong vở kịch sân khấu, cư nhiên lại chạm môi mình trước đám đông, là nụ hôn đầu mình giữ gìn suốt bao năm đó! Nhưng cảm giác ấm áp lại mềm mại này, là sao đây? Nam chính rất giỏi chọc ghẹo bạn gái! Các thiếu nữ mau tới nhảy hố đi nào!",08/09//2018,Chapter 32
330,Yêu Hận Tình Thù,"Action, Manga, Seinen",Đang tiến hành,809114,327,5925,,17/07//2021,Chapter 31
331,Tiên Cốt,"Action, Chuyển Sinh, Manhua, Mystery, Truyện Màu",Đang tiến hành,289328,83,3804,"Một thân ngạo cốt như tiên, một sợi cô hồn nghịch thiên! Không biết được bao nhiêu thiếu nữ yêu thích? Đó chỉ là giải thưởng bổ sung thêm mà thôi. Chẳng lẽ đó là truyền kỳ mục nát? Đó chỉ là người ấy tùy ý làm mà thôi! Một thiếu niên vĩnh viễn không khuất phục, luyện cốt thiên quyển thần bí huyền kỳ, từng bước từng bước giẫm lên điên phong, cuối cùng một ngày, ta muốn nghịch thiên!",17/07//2021,Chapter 26
332,Ngôn Ngữ Yêu Thương,"Manga, Romance, Shoujo, Slice of Life",Đang tiến hành,275260,158,3475,Yuki là 1 cô gái khiếm thính nhận được sự giúp đỡ từ người bạn cùng trường Đại học tên Itsuomi. Liệu cô có dần nhận ra được tình cảm của cậu bạn qua những cử chỉ vô cùng ấm ấp mà anh luôn dành cho cô hay không?,16/07//2021,Chapter 15.2
333,Lãng khách Kenshin Bản Nét (2019),"Action, Historical, Romance, Shounen",Đang tiến hành,195558,69,743,"Có lẽ mọi người cũng đã quá quen thuộc với bộ truyện này rồi Himura Kenshin là một Hitokiri (sát thủ) huyền thoại cuối đời Mạc Phủ Tokugawa, được mệnh danh là Hitokiri Battousai, với môn phái Hitten Mitsuru Ryu (Phi Thiên Ngự Kiếm). Anh vung kiếm hy vọng có thể xây dựng một thời đại mới, đem lại hạnh phúc và ấm no cho nhân dân. Khi Bakumatsu sụp đổ thì anh biến mất với lời thề sẽ không bao giờ giết thêm bất cứ ai. Anh trở thành một lãng khách đi ngao du thiên hạ, dùng thanh kiếm lưỡi ngược của mình để bảo vệ những người yếu thế. 10 năm sau, anh gặp Kamiya Kaoru và đã ở lại võ đường của cô. Những pha đấu kiếm tuyệt vời, những chuyện cười rơi nước mắt của những số phận trớ trêu, sự kết hợp tài tình giữa lịch sử, võ thuật và tình cảm.",16/07//2021,Chapter 37
334,Đốt Đào Hoa,"Comedy, Drama, Historical, Manhua",Đang tiến hành,148175,49,1505,"Tuyệt mỹ hoa đào yêu si tâm thủ hộ tiểu la lỵ, nhân yêu khác đường, hai người trải qua gặp trắc trở. Từ một đoạn cắt không đứt lý còn loạn mập mờ tình cảm, dẫn xuất liên quan tới y thuật, tình yêu, hữu nghị cùng kiếp trước kiếp này khoáng thế kỳ duyên!",16/07//2021,Chapter 80
335,Bạn trai 1/4 của tôi,"Manhua, Romance, Truyện Màu",Đang tiến hành,585036,704,4540,"Mạc Lỵ - Một cô gái luôn gặp xui xẻo, lại được ông trời ban cho 4 mỹ nam...? Liệu rằng cô sẽ chọn ai? Chàng trai nào sẽ được nữ 9 chọn lựa?",16/07//2021,Chapter 50
336,Tiến gần đến trái tim em,"Manhua, Ngôn Tình, Romance, School Life, Shoujo, Truyện Màu",Đang tiến hành,5934980,3049,28915,"Một lần ngoài ý muốn mà hôn môi, khiến cho thiếu nữ như con nhím cô độc hướng nội - Tô Diệp lần đầu có cảm giác khác biệt đối với người bạn thanh mai trúc mã ở bên cạnh mình bao lâu nay. Những động tác cùng lời nói vốn dĩ thân quen giữa hai người lại khiến cho nhịp tim của Tô Diệp tăng tốc. Giữa nam với nữ thật sự tồn tại tình bạn đơn thuần trong sáng sao?
Biên tập viên: Ti Đồng",16/07//2021,Chapter 53
337,Hứa Lan,"Action, Comedy, Ecchi, Horror, Supernatural",Đang tiến hành,6093525,2637,19677,"""Ta sẽ chờ""... Vẫn là giấc mơ đó... Jae-Shin tự nhủ... Vẫn là người con gái bí ẩn lúc nào cũng chỉ nói một câu duy nhất....
Cuộc sống cho chúng ta đôi mắt để được nhìn thấy thế giới tươi đẹp muôn màu muôn vẻ, nhưng nếu có một ngày bạn chợt nhận ra thế giới bạn vẫn nhìn thấy đó không phải một thế giới ""chân thực"" thì sao...? Cùng tìm hiểu nhé !",16/07//2021,Chapter 105
338,Lạc Vào Thời Chiến Quốc,"Action, Adventure, Comedy, Drama, Fantasy, Historical, Shounen",Hoàn thành,639242,180,2741,"Kusanagi Kasane là cô bé học sinh lớp 10 với tài kiếm thuật cự phách, là nòng cốt trong đội kiếm thuật của trường. Trong lúc cứu cậu em trai của mình thoát khỏi tai nạn đã vô tình bị 1 thanh cổ kiếm đưa về thời Chiến Quốc. Cô bé đã phải sống và chiến đấu thế nào để trở về nhà với các em của mình, các bạn hãy theo dõi nhé.",12/07//2021,Chapter 132
339,Tiểu Yêu Tinh Điều Giáo Bảo Điển,"Fantasy, Historical, Horror, Romance, Smut, Truyện Màu",Đang tiến hành,5547484,2771,12672,"Hắn là chủ nhân của nàng, nàng vốn dĩ chỉ là một lang nữ được hắn nhặt về mà thôi.Hắn cao cao tại thượng, nàng cũng chỉ là một Tiểu Thất bé nhỏ của Vạn Ảnh LầuNàng là tác phẩm hoàn mỹ nhất do hắn tự tay tạo nên, nhưng lại không ngờ tới rằng, một lần gặp lại nhau nơi hoàng cung ấy, nàng đã không còn thân phận thấp hèn như xưa, nàng đến gần hắn, nhón chân lên kề sát vào tai hắn mà hỏi rằng: “Hoàng thúc, lần này người lại muốn ta đi quyến rũ ai đây?”",15/07//2021,Chapter 105
340,Thanh gươm danh vọng,"Historical, Manhwa, Truyện Màu",Đang tiến hành,195246,34,1782,"Giới thiệu: Chiến tranh, tham vọng, quyền lực, giết chóc, đau thương... đã biến cậu bé cháu của một thợ rèn trở thành một chiến binh mạnh mẽ, cậu sẽ làm gì trên con đường trả thù của mình đây...",10/07//2021,Chapter 34
341,"Thiếu Soái, Vợ Anh Muốn Lật Trời!","Manhua, Ngôn Tình, Romance, Truyện Màu",Đang tiến hành,11949930,6226,28796,"Sinh trong thời buổi loạn lạc, xuất thân từ nhà phú quý, tất nhiên là tâm cao hơn trời, lại khổ nỗi là thân phận thứ xuất chỉ có thể để châu ngọc bị long đong… chưa từng nghĩ tới trong lúc đấu tranh với số mệnh lại có thể gặp được một người có thể cưng chiều cô ấy tận mây xanh! Em tác thiên tác địa, tôi giúp em chọc trời đạp bằng đồi núi!",12/07//2021,Chapter 152
342,Hệ Thống Khoa Học Kỹ Thuật Đen Tối Của Học Bá,"Action, Adventure, Comedy, Manhua, School Life, Supernatural, Truyện Màu",Đang tiến hành,11868543,2162,27078,,14/07//2021,Chapter 139
343,Minh Tinh Thời Cổ Đại,"Adventure, Manhua, Romance, Truyện Màu, Xuyên Không",Đang tiến hành,12949,31,1036,"Người đại diện Trác ưu xảy ra chuyện ngoài ý muốn xuyên không về cổ đại, trở thành tiểu nha hoàn Ôn Trúc trong thế gia sớm đã lụi bại. Trong nhà có 7 vị thiếu gia mỹ nhan thịnh thế nhưng lại bị xem là một con rối vô dụng không kiếm ra tiền. Đối mặt với tài nguyên trai đẹp vô cùng chất lượng, tiểu nha hoàn  quyết tâm cầm ngọn cờ nuôi gia đình tiến lên trước, quyết định đưa các thiếu gia Cố gia xuất đạo! Tiểu nha hoàn dường như không có gì nổi bật, lại nắm trong tay biết bao nhân vật lớn ở trong vương triều, tạo ra thế giới giải trí vô cùng thịnh thế chưa từng có!",14/07//2021,Chapter 2.2
344,Con trai của Anh hùng là người học việc của quỷ vương.,"Action, Drama, Fantasy, Manga, Shounen",Đang tiến hành,681875,1286,11167,"Đã hơn mười năm kể từ khi trận chiến giữa loài người và ác quỷ kết thúc. Con cái của những anh hùng đã cứu thế giới đều trưởng thành.
Một trong số họ,A-su, không được như kỳ vọn của mọi người vì luôn bị đem ra so sánh với anh hùng. Một ngày nọ, A-su bị sốc khi tìm thấy thanh kiếm của cha mình, thứ được sử dụng để lật đổ Quỷ vương, bị phong ấn trong biệt thự của gia đình. Bởi vì bị mắc kẹt bên trong là hồn ma của Đại Quỷ vương không thể đuuợc siêu thoát và tiếp tục lang thang khắp thế giới.
'''Ta có ác cảm với cha ngươi. Nếu nếu nhà ngươi muốn đối đầu với cha và thế giới này, ta sẽ huấn luyện ngươi.'' Và câu chuyện sự đột phá của thầy trò bắt đầu.",14/07//2021,Chapter 14
345,Sát Thủ ẩn dật,"Action, Comedy, Drama, Romance, Seinen",Đang tiến hành,144521,71,1268,"Một sát thủ truyền thuyết chuyên về giết người cư trú ở một nào đó tại Osaka. từ khi còn rất nhỏ, đã được truyền dạy là phải tuân theo mệnh lệnh từ sếp lớn, anh ấy được ra lệnh là phải sống ở Osaka như một người bình thường trong một năm theo lệnh án binh bất động của boss.",14/07//2021,Chapter 23
346,Koushinchou no Kouhai (♀) to Teishinchou no Senpai (♂) ga Renai ni Hatten suru made,"Comedy, Manga, Romance, Slice of Life",Đang tiến hành,316717,116,3661,cặp đôi đũa lệch gái 1m83 X trai 1m41,14/07//2021,Chapter 21.5
347,Công Chúa Hòa Thân Lần Này Không Tốt!,"Cổ Đại, Drama, Manhua, Shoujo, Truyện Màu",Đang tiến hành,971824,146,6096,,13/07//2021,Chapter 58
348,Border Of The Dead,"Manga, Mystery, Slice of Life, Supernatural, Tragedy",Đang tiến hành,8186,36,538,,13/07//2021,Chapter 2
349,Cuồng Long,"Action, Adventure, Manhwa, Martial Arts, Truyện Màu",Đang tiến hành,1564297,402,7901,"Kang In-Young, bị người yêu cùng bằng hữu cấu kết phản bội, bị vu oan tội giết người bị đẩy vào chốn ngục tù tối tăm.
Ở đó, hắn vô tình gặp được một phạm nhân từng là tên trộm khét tiếng, kẻ đã trộm đi bộ bí kíp võ công lừng danh của phái JeonJin và trải qua hơn 30 năm trong ngục để tu luyện nhưng không may mắc phải dịch hạch và đang đứng giữa bờ vực sinh tử…
Sau khi gặp được chàng Kang, ông ta quyết định chọn hắn làm đệ tử và truyền dạy tất cả công pháp. Mười năm sau cũng chính là lúc hắn trở mình thành cao thủ trong võ lâm…",13/07//2021,Chapter 60
350,[Tuyển Tập Chiba Tetsuya] - Gaki,"Drama, Manga, Psychological, Romance, School Life, Slice of Life",Đang tiến hành,18265,6,98,"Truyện của ông mọi người thường chỉ biết qua các bộ teppi, thiết quyền lãng tử, tân teppi golf.
Nhưng ông còn rất nhiều truyện hay, ở VN mình mới chỉ xuất bản đc 8 đầu truyện, ngoài các thể loại thể thao thì ô còn viết nhiều thể loại khác nữa.
Truyện của ông luôn có 1 đặc điểm chung, đấy là tính giáo dục rất cao, viết truyện theo kiểu bình dị, không đao to búa lớn, những bài học thật sự sâu sắc đến từ những điều rất nhỏ.
Nơi đây sẽ tổng hợp các truyện ngắn của tác giả Chiba Tetsuya :3",13/07//2021,Chapter 30
351,Precious 4p Short Stories,"Comedy, Drama, Manga, Romance, Slice of Life",Đang tiến hành,189464,160,3029,"Một series về những bộ truyện ngắn bốn trang của tác giả Makoto Kudou
Nhớ ghé thăm nhóm dịch để được cập nhật những tin tức mới nhất nhé~
https://www.facebook.com/D.Daijoubu.group/",13/07//2021,Chapter 24
352,Lớp học rùng rợn,"Horror, School Life, Shoujo, Supernatural, Tragedy",Đang tiến hành,508160,122,1571,"Sơ lược:Chào mừng bạn đến với các tiết học rùng rợn! Ta sẽ hướng dẫn bạn đến một thế giới ẩn nấp dưới cuộc sống hàng ngày. Đối với những bài học này, bạn không cần sách giáo khoa hoặc sách bài tập. Nếu bạn đang chuẩn bị cho điều tồi tệ nhất ...",13/07//2021,Chapter 47
353,Cá Cược Đôi Khi Cũng Là Khởi Đầu Cho Một Cuộc Tình,"Comedy, Drama, Manga, Romance, Shoujo, Slice of Life",Đang tiến hành,20306,14,767,"Nao Yoshinaga, một nhân viên văn phòng được mệnh danh là ""người phụ nữ sắt đá "" trong công ty vì cách làm việc thực tế và tuyệt vời của cô ấy. Một ngày nọ, cô tình cờ nghe được tiền bối của mình đặt cược với Satomura để khiến Nao phải lòng anh. Họ không hề hay biết, Nao đã phải lòng Satomura nhiều năm rồi ...!
""... Nhưng, đây không phải là cơ hội của mình sao?""
Cho dù là một trò cá cược thì cơ hội cũng là cơ hội! Một bộ truyện hài lãng mạn giữa một người phụ nữ đầy mộng tưởng và một người đàn ông dịu dàng thiếu quyết đoán!",13/07//2021,Chapter 7
